"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"11168","MT441554.1","Marinobacterium_litorale_DSM_23545_","18","0","0","4034","80090"
"11169","JN626286.1","Marinomonas_ushuaiensis_DSM_15871_","37","22","21","3077","52538"
"11170","LN864819.1","Marinomonas_ushuaiensis_DSM_15871_","57","22","21","3077","52538"
"11171","NZ_KX523901.1","Marinomonas_ushuaiensis_DSM_15871_","12","0","0","3077","52538"
"11172","MT441554.1","Marinomonas_ushuaiensis_DSM_15871_","18","0","0","3077","52538"
"11173","JN626286.1","Marinospirillum_insulare_DSM_21763_","37","0","0","2816","53158"
"11174","LN864819.1","Marinospirillum_insulare_DSM_21763_","57","0","0","2816","53158"
"11175","NZ_KX523901.1","Marinospirillum_insulare_DSM_21763_","12","0","0","2816","53158"
"11176","MT441554.1","Marinospirillum_insulare_DSM_21763_","18","0","0","2816","53158"
"11177","JN626286.1","Marinospirillum_minutulum_DSM_6287_","37","0","0","2627","52708"
"11178","LN864819.1","Marinospirillum_minutulum_DSM_6287_","57","0","0","2627","52708"
"11179","NZ_KX523901.1","Marinospirillum_minutulum_DSM_6287_","12","0","0","2627","52708"
"11180","MT441554.1","Marinospirillum_minutulum_DSM_6287_","18","0","0","2627","52708"
"11181","JN626286.1","Martelella_mediterranea_DSM_17316_","37","35","33","5046","59471"
"11182","LN864819.1","Martelella_mediterranea_DSM_17316_","57","47","44","5046","59471"
"11183","NZ_KX523901.1","Martelella_mediterranea_DSM_17316_","12","0","0","5046","59471"
"11184","MT441554.1","Martelella_mediterranea_DSM_17316_","18","35","32","5046","59471"
"11185","JN626286.1","Megamonas_hypermegale_DSM_1672_","37","72","75","2056","32619"
"11186","LN864819.1","Megamonas_hypermegale_DSM_1672_","57","72","75","2056","32619"
"11187","NZ_KX523901.1","Megamonas_hypermegale_DSM_1672_","12","54","53","2056","32619"
"11188","MT441554.1","Megamonas_hypermegale_DSM_1672_","18","70","70","2056","32619"
"11189","JN626286.1","Megamonas_rupellensis_DSM_19944_","37","0","0","2217","35338"
"11190","LN864819.1","Megamonas_rupellensis_DSM_19944_","57","0","0","2217","35338"
"11191","NZ_KX523901.1","Megamonas_rupellensis_DSM_19944_","12","0","0","2217","35338"
"11192","MT441554.1","Megamonas_rupellensis_DSM_19944_","18","0","0","2217","35338"
"11193","JN626286.1","Meganema_perideroedes_DSM_15528_","37","0","0","2993","45126"
"11194","LN864819.1","Meganema_perideroedes_DSM_15528_","57","0","0","2993","45126"
"11195","NZ_KX523901.1","Meganema_perideroedes_DSM_15528_","12","0","0","2993","45126"
"11196","MT441554.1","Meganema_perideroedes_DSM_15528_","18","0","0","2993","45126"
"11197","JN626286.1","Meiothermus_cerbereus_DSM_11376_","37","0","0","2856","39915"
"11198","LN864819.1","Meiothermus_cerbereus_DSM_11376_","57","0","0","2856","39915"
"11199","NZ_KX523901.1","Meiothermus_cerbereus_DSM_11376_","12","0","0","2856","39915"
"11200","MT441554.1","Meiothermus_cerbereus_DSM_11376_","18","0","0","2856","39915"
"11201","JN626286.1","Meiothermus_taiwanensis_DSM_14542_","37","14","13","2900","37850"
"11202","LN864819.1","Meiothermus_taiwanensis_DSM_14542_","57","14","13","2900","37850"
"11203","NZ_KX523901.1","Meiothermus_taiwanensis_DSM_14542_","12","0","0","2900","37850"
"11204","MT441554.1","Meiothermus_taiwanensis_DSM_14542_","18","0","0","2900","37850"
"11205","JN626286.1","Meiothermus_timidus_DSM_17022_","37","0","0","3023","40785"
"11206","LN864819.1","Meiothermus_timidus_DSM_17022_","57","0","0","3023","40785"
"11207","NZ_KX523901.1","Meiothermus_timidus_DSM_17022_","12","0","0","3023","40785"
"11208","MT441554.1","Meiothermus_timidus_DSM_17022_","18","0","0","3023","40785"
"11209","JN626286.1","Mesoflavibacter_zeaxanthinifaciens_DSM_18436_","37","0","0","2687","40637"
"11210","LN864819.1","Mesoflavibacter_zeaxanthinifaciens_DSM_18436_","57","0","0","2687","40637"
"11211","NZ_KX523901.1","Mesoflavibacter_zeaxanthinifaciens_DSM_18436_","12","0","0","2687","40637"
"11212","MT441554.1","Mesoflavibacter_zeaxanthinifaciens_DSM_18436_","18","0","0","2687","40637"
"11213","JN626286.1","Mesonia_mobilis_DSM_19841_","37","0","0","2919","45371"
"11214","LN864819.1","Mesonia_mobilis_DSM_19841_","57","0","0","2919","45371"
"11215","NZ_KX523901.1","Mesonia_mobilis_DSM_19841_","12","0","0","2919","45371"
"11216","MT441554.1","Mesonia_mobilis_DSM_19841_","18","0","0","2919","45371"
"11217","JN626286.1","Metascardovia_criceti_DSM_17774_","37","0","0","1462","21069"
"11218","LN864819.1","Metascardovia_criceti_DSM_17774_","57","0","0","1462","21069"
"11219","NZ_KX523901.1","Metascardovia_criceti_DSM_17774_","12","0","0","1462","21069"
"11220","MT441554.1","Metascardovia_criceti_DSM_17774_","18","0","0","1462","21069"
"11221","JN626286.1","Methylophilus_methylotrophus_DSM_46235_=_ATCC_53528_","37","0","0","2576","44918"
"11222","LN864819.1","Methylophilus_methylotrophus_DSM_46235_=_ATCC_53528_","57","0","0","2576","44918"
"11223","NZ_KX523901.1","Methylophilus_methylotrophus_DSM_46235_=_ATCC_53528_","12","0","0","2576","44918"
"11224","MT441554.1","Methylophilus_methylotrophus_DSM_46235_=_ATCC_53528_","18","0","0","2576","44918"
"11225","JN626286.1","Microbacterium_gubbeenense_DSM_15944_","37","0","0","2740","33279"
"11226","LN864819.1","Microbacterium_gubbeenense_DSM_15944_","57","0","0","2740","33279"
"11227","NZ_KX523901.1","Microbacterium_gubbeenense_DSM_15944_","12","0","0","2740","33279"
"11228","MT441554.1","Microbacterium_gubbeenense_DSM_15944_","18","0","0","2740","33279"
"11229","JN626286.1","Microbacterium_indicum_DSM_19969_","37","0","0","2556","34703"
"11230","LN864819.1","Microbacterium_indicum_DSM_19969_","57","0","0","2556","34703"
"11231","NZ_KX523901.1","Microbacterium_indicum_DSM_19969_","12","0","0","2556","34703"
"11232","MT441554.1","Microbacterium_indicum_DSM_19969_","18","0","0","2556","34703"
"11233","JN626286.1","Microbacterium_luticocti_DSM_19459_","37","0","0","2727","36395"
"11234","LN864819.1","Microbacterium_luticocti_DSM_19459_","57","0","0","2727","36395"
"11235","NZ_KX523901.1","Microbacterium_luticocti_DSM_19459_","12","0","0","2727","36395"
"11236","MT441554.1","Microbacterium_luticocti_DSM_19459_","18","0","0","2727","36395"
"11237","JN626286.1","Moraxella_boevrei_DSM_14165_","37","0","0","2330","28937"
"11238","LN864819.1","Moraxella_boevrei_DSM_14165_","57","0","0","2330","28937"
"11239","NZ_KX523901.1","Moraxella_boevrei_DSM_14165_","12","0","0","2330","28937"
"11240","MT441554.1","Moraxella_boevrei_DSM_14165_","18","0","0","2330","28937"
"11241","JN626286.1","Moraxella_caprae_DSM_19149_","37","0","0","2414","34463"
"11242","LN864819.1","Moraxella_caprae_DSM_19149_","57","0","0","2414","34463"
"11243","NZ_KX523901.1","Moraxella_caprae_DSM_19149_","12","0","0","2414","34463"
"11244","MT441554.1","Moraxella_caprae_DSM_19149_","18","0","0","2414","34463"
"11245","JN626286.1","Mycobacterium_hassiacum_DSM_44199_","37","0","0","4959","104156"
"11246","LN864819.1","Mycobacterium_hassiacum_DSM_44199_","57","0","0","4959","104156"
"11247","NZ_KX523901.1","Mycobacterium_hassiacum_DSM_44199_","12","0","0","4959","104156"
"11248","MT441554.1","Mycobacterium_hassiacum_DSM_44199_","18","16","15","4959","104156"
"11249","JN626286.1","Neptunomonas_japonica_DSM_18939_","37","0","0","4197","77069"
"11250","LN864819.1","Neptunomonas_japonica_DSM_18939_","57","0","0","4197","77069"
"11251","NZ_KX523901.1","Neptunomonas_japonica_DSM_18939_","12","0","0","4197","77069"
"11252","MT441554.1","Neptunomonas_japonica_DSM_18939_","18","0","0","4197","77069"
"11253","JN626286.1","Nesterenkonia_alba_DSM_19423_","37","0","0","2270","30425"
"11254","LN864819.1","Nesterenkonia_alba_DSM_19423_","57","0","0","2270","30425"
"11255","NZ_KX523901.1","Nesterenkonia_alba_DSM_19423_","12","0","0","2270","30425"
"11256","MT441554.1","Nesterenkonia_alba_DSM_19423_","18","0","0","2270","30425"
"11257","JN626286.1","Nevskia_ramosa_DSM_11499_","37","0","0","3881","62125"
"11258","LN864819.1","Nevskia_ramosa_DSM_11499_","57","0","0","3881","62125"
"11259","NZ_KX523901.1","Nevskia_ramosa_DSM_11499_","12","0","0","3881","62125"
"11260","MT441554.1","Nevskia_ramosa_DSM_11499_","18","0","0","3881","62125"
"11261","JN626286.1","Nevskia_soli_DSM_19509_","37","0","0","4665","80650"
"11262","LN864819.1","Nevskia_soli_DSM_19509_","57","0","0","4665","80650"
"11263","NZ_KX523901.1","Nevskia_soli_DSM_19509_","12","0","0","4665","80650"
"11264","MT441554.1","Nevskia_soli_DSM_19509_","18","0","0","4665","80650"
"11265","JN626286.1","Niabella_aurantiaca_DSM_17617_","37","0","0","4560","55785"
"11266","LN864819.1","Niabella_aurantiaca_DSM_17617_","57","0","0","4560","55785"
"11267","NZ_KX523901.1","Niabella_aurantiaca_DSM_17617_","12","0","0","4560","55785"
"11268","MT441554.1","Niabella_aurantiaca_DSM_17617_","18","0","0","4560","55785"
"11269","JN626286.1","Nocardioides_halotolerans_DSM_19273_","37","0","0","4523","63935"
"11270","LN864819.1","Nocardioides_halotolerans_DSM_19273_","57","0","0","4523","63935"
"11271","NZ_KX523901.1","Nocardioides_halotolerans_DSM_19273_","12","0","0","4523","63935"
"11272","MT441554.1","Nocardioides_halotolerans_DSM_19273_","18","0","0","4523","63935"
"11273","JN626286.1","Nonomuraea_coxensis_DSM_45129_","37","0","0","8218","152999"
"11274","LN864819.1","Nonomuraea_coxensis_DSM_45129_","57","0","0","8218","152999"
"11275","NZ_KX523901.1","Nonomuraea_coxensis_DSM_45129_","12","0","0","8218","152999"
"11276","MT441554.1","Nonomuraea_coxensis_DSM_45129_","18","0","0","8218","152999"
"11277","JN626286.1","Novosphingobium_acidiphilum_DSM_19966_","37","0","0","3246","51015"
"11278","LN864819.1","Novosphingobium_acidiphilum_DSM_19966_","57","0","0","3246","51015"
"11279","NZ_KX523901.1","Novosphingobium_acidiphilum_DSM_19966_","12","0","0","3246","51015"
"11280","MT441554.1","Novosphingobium_acidiphilum_DSM_19966_","18","0","0","3246","51015"
"11281","JN626286.1","Oceanicaulis_alexandrii_DSM_11625_","37","0","0","2768","44803"
"11282","LN864819.1","Oceanicaulis_alexandrii_DSM_11625_","57","0","0","2768","44803"
"11283","NZ_KX523901.1","Oceanicaulis_alexandrii_DSM_11625_","12","0","0","2768","44803"
"11284","MT441554.1","Oceanicaulis_alexandrii_DSM_11625_","18","0","0","2768","44803"
"11285","JN626286.1","Oceanicola_nanhaiensis_DSM_18065_","37","0","0","4227","76330"
"11286","LN864819.1","Oceanicola_nanhaiensis_DSM_18065_","57","0","0","4227","76330"
"11287","NZ_KX523901.1","Oceanicola_nanhaiensis_DSM_18065_","12","0","0","4227","76330"
"11288","MT441554.1","Oceanicola_nanhaiensis_DSM_18065_","18","0","0","4227","76330"
"11289","JN626286.1","Oligella_ureolytica_DSM_18253_","37","0","0","2599","37920"
"11290","LN864819.1","Oligella_ureolytica_DSM_18253_","57","0","0","2599","37920"
"11291","NZ_KX523901.1","Oligella_ureolytica_DSM_18253_","12","0","0","2599","37920"
"11292","MT441554.1","Oligella_ureolytica_DSM_18253_","18","0","0","2599","37920"
"11293","JN626286.1","Olivibacter_sitiensis_DSM_17696_","37","0","0","4331","57578"
"11294","LN864819.1","Olivibacter_sitiensis_DSM_17696_","57","0","0","4331","57578"
"11295","NZ_KX523901.1","Olivibacter_sitiensis_DSM_17696_","12","0","0","4331","57578"
"11296","MT441554.1","Olivibacter_sitiensis_DSM_17696_","18","0","0","4331","57578"
"11297","JN626286.1","Ornithinimicrobium_pekingense_DSM_21552_","37","0","0","3408","56076"
"11298","LN864819.1","Ornithinimicrobium_pekingense_DSM_21552_","57","0","0","3408","56076"
"11299","NZ_KX523901.1","Ornithinimicrobium_pekingense_DSM_21552_","12","0","0","3408","56076"
"11300","MT441554.1","Ornithinimicrobium_pekingense_DSM_21552_","18","0","0","3408","56076"
"11301","JN626286.1","Paenibacillus_alginolyticus_DSM_5050_=_NBRC_15375_","37","0","0","7903","156242"
"11302","LN864819.1","Paenibacillus_alginolyticus_DSM_5050_=_NBRC_15375_","57","0","0","7903","156242"
"11303","NZ_KX523901.1","Paenibacillus_alginolyticus_DSM_5050_=_NBRC_15375_","12","0","0","7903","156242"
"11304","MT441554.1","Paenibacillus_alginolyticus_DSM_5050_=_NBRC_15375_","18","0","0","7903","156242"
"11305","JN626286.1","Paenibacillus_daejeonensis_DSM_15491_","37","0","0","6078","123027"
"11306","LN864819.1","Paenibacillus_daejeonensis_DSM_15491_","57","0","0","6078","123027"
"11307","NZ_KX523901.1","Paenibacillus_daejeonensis_DSM_15491_","12","0","0","6078","123027"
"11308","MT441554.1","Paenibacillus_daejeonensis_DSM_15491_","18","0","0","6078","123027"
"11309","JN626286.1","Paenibacillus_fonticola_DSM_21315_","37","0","0","5324","87242"
"11310","LN864819.1","Paenibacillus_fonticola_DSM_21315_","57","0","0","5324","87242"
"11311","NZ_KX523901.1","Paenibacillus_fonticola_DSM_21315_","12","0","0","5324","87242"
"11312","MT441554.1","Paenibacillus_fonticola_DSM_21315_","18","0","0","5324","87242"
"11313","JN626286.1","Paenibacillus_ginsengihumi_DSM_21568_","37","0","0","4717","77470"
"11314","LN864819.1","Paenibacillus_ginsengihumi_DSM_21568_","57","0","0","4717","77470"
"11315","NZ_KX523901.1","Paenibacillus_ginsengihumi_DSM_21568_","12","0","0","4717","77470"
"11316","MT441554.1","Paenibacillus_ginsengihumi_DSM_21568_","18","0","0","4717","77470"
"11317","JN626286.1","Paenibacillus_massiliensis_2301065_=_DSM_16942_","37","0","0","5237","102221"
"11318","LN864819.1","Paenibacillus_massiliensis_2301065_=_DSM_16942_","57","0","0","5237","102221"
"11319","NZ_KX523901.1","Paenibacillus_massiliensis_2301065_=_DSM_16942_","12","0","0","5237","102221"
"11320","MT441554.1","Paenibacillus_massiliensis_2301065_=_DSM_16942_","18","0","0","5237","102221"
"11321","JN626286.1","Paenibacillus_sanguinis_2301083_=_DSM_16941_","37","0","0","4229","70323"
"11322","LN864819.1","Paenibacillus_sanguinis_2301083_=_DSM_16941_","57","0","0","4229","70323"
"11323","NZ_KX523901.1","Paenibacillus_sanguinis_2301083_=_DSM_16941_","12","0","0","4229","70323"
"11324","MT441554.1","Paenibacillus_sanguinis_2301083_=_DSM_16941_","18","0","0","4229","70323"
"11325","JN626286.1","Paenibacillus_terrigena_DSM_21567_","37","0","0","5510","93363"
"11326","LN864819.1","Paenibacillus_terrigena_DSM_21567_","57","0","0","5510","93363"
"11327","NZ_KX523901.1","Paenibacillus_terrigena_DSM_21567_","12","0","0","5510","93363"
"11328","MT441554.1","Paenibacillus_terrigena_DSM_21567_","18","0","0","5510","93363"
"11329","JN626286.1","Pannonibacter_phragmitetus_DSM_14782_","37","0","0","4111","59104"
"11330","LN864819.1","Pannonibacter_phragmitetus_DSM_14782_","57","0","0","4111","59104"
"11331","NZ_KX523901.1","Pannonibacter_phragmitetus_DSM_14782_","12","0","0","4111","59104"
"11332","MT441554.1","Pannonibacter_phragmitetus_DSM_14782_","18","39","38","4111","59104"
"11333","JN626286.1","Parabacteroides_gordonii_DSM_23371_","37","0","0","4955","92903"
"11334","LN864819.1","Parabacteroides_gordonii_DSM_23371_","57","0","0","4955","92903"
"11335","NZ_KX523901.1","Parabacteroides_gordonii_DSM_23371_","12","0","0","4955","92903"
"11336","MT441554.1","Parabacteroides_gordonii_DSM_23371_","18","0","0","4955","92903"
"11337","JN626286.1","Paraoerskovia_marina_DSM_21750_","37","0","0","2594","42226"
"11338","LN864819.1","Paraoerskovia_marina_DSM_21750_","57","0","0","2594","42226"
"11339","NZ_KX523901.1","Paraoerskovia_marina_DSM_21750_","12","0","0","2594","42226"
"11340","MT441554.1","Paraoerskovia_marina_DSM_21750_","18","16","15","2594","42226"
"11341","JN626286.1","Patulibacter_americanus_DSM_16676_","37","0","0","4088","58968"
"11342","LN864819.1","Patulibacter_americanus_DSM_16676_","57","0","0","4088","58968"
"11343","NZ_KX523901.1","Patulibacter_americanus_DSM_16676_","12","0","0","4088","58968"
"11344","MT441554.1","Patulibacter_americanus_DSM_16676_","18","0","0","4088","58968"
"11345","JN626286.1","Pelosinus_fermentans_DSM_17108_","37","0","0","4593","98430"
"11346","LN864819.1","Pelosinus_fermentans_DSM_17108_","57","0","0","4593","98430"
"11347","NZ_KX523901.1","Pelosinus_fermentans_DSM_17108_","12","0","0","4593","98430"
"11348","MT441554.1","Pelosinus_fermentans_DSM_17108_","18","0","0","4593","98430"
"11349","JN626286.1","Perlucidibaca_piscinae_DSM_21586_","37","0","0","2255","34729"
"11350","LN864819.1","Perlucidibaca_piscinae_DSM_21586_","57","0","0","2255","34729"
"11351","NZ_KX523901.1","Perlucidibaca_piscinae_DSM_21586_","12","0","0","2255","34729"
"11352","MT441554.1","Perlucidibaca_piscinae_DSM_21586_","18","0","0","2255","34729"
"11353","JN626286.1","Pleomorphomonas_koreensis_DSM_23070_","37","0","0","3992","82957"
"11354","LN864819.1","Pleomorphomonas_koreensis_DSM_23070_","57","0","0","3992","82957"
"11355","NZ_KX523901.1","Pleomorphomonas_koreensis_DSM_23070_","12","0","0","3992","82957"
"11356","MT441554.1","Pleomorphomonas_koreensis_DSM_23070_","18","0","0","3992","82957"
"11357","JN626286.1","Pleomorphomonas_oryzae_DSM_16300_","37","0","0","4685","110450"
"11358","LN864819.1","Pleomorphomonas_oryzae_DSM_16300_","57","0","0","4685","110450"
"11359","NZ_KX523901.1","Pleomorphomonas_oryzae_DSM_16300_","12","0","0","4685","110450"
"11360","MT441554.1","Pleomorphomonas_oryzae_DSM_16300_","18","0","0","4685","110450"
"11361","JN626286.1","Porphyrobacter_cryptus_DSM_12079_","37","0","0","2796","42469"
"11362","LN864819.1","Porphyrobacter_cryptus_DSM_12079_","57","0","0","2796","42469"
"11363","NZ_KX523901.1","Porphyrobacter_cryptus_DSM_12079_","12","0","0","2796","42469"
"11364","MT441554.1","Porphyrobacter_cryptus_DSM_12079_","18","0","0","2796","42469"
"11365","JN626286.1","Porphyromonas_bennonis_DSM_23058_=_JCM_16335_","37","0","0","6817","187586"
"11366","LN864819.1","Porphyromonas_bennonis_DSM_23058_=_JCM_16335_","57","0","0","6817","187586"
"11367","NZ_KX523901.1","Porphyromonas_bennonis_DSM_23058_=_JCM_16335_","12","0","0","6817","187586"
"11368","MT441554.1","Porphyromonas_bennonis_DSM_23058_=_JCM_16335_","18","0","0","6817","187586"
"11369","JN626286.1","Porphyromonas_levii_DSM_23370_","37","0","0","2063","29063"
"11370","LN864819.1","Porphyromonas_levii_DSM_23370_","57","0","0","2063","29063"
"11371","NZ_KX523901.1","Porphyromonas_levii_DSM_23370_","12","0","0","2063","29063"
"11372","MT441554.1","Porphyromonas_levii_DSM_23370_","18","0","0","2063","29063"
"11373","JN626286.1","Porphyromonas_somerae_DSM_23386_","37","0","0","1864","26758"
"11374","LN864819.1","Porphyromonas_somerae_DSM_23386_","57","0","0","1864","26758"
"11375","NZ_KX523901.1","Porphyromonas_somerae_DSM_23386_","12","0","0","1864","26758"
"11376","MT441554.1","Porphyromonas_somerae_DSM_23386_","18","0","0","1864","26758"
"11377","JN626286.1","Prevotella_albensis_DSM_11370_=_JCM_12258_","37","0","0","2253","28143"
"11378","LN864819.1","Prevotella_albensis_DSM_11370_=_JCM_12258_","57","0","0","2253","28143"
"11379","NZ_KX523901.1","Prevotella_albensis_DSM_11370_=_JCM_12258_","12","0","0","2253","28143"
"11380","MT441554.1","Prevotella_albensis_DSM_11370_=_JCM_12258_","18","0","0","2253","28143"
"11381","JN626286.1","Prevotella_corporis_DSM_18810_=_JCM_8529_","37","0","0","2285","28347"
"11382","LN864819.1","Prevotella_corporis_DSM_18810_=_JCM_8529_","57","0","0","2285","28347"
"11383","NZ_KX523901.1","Prevotella_corporis_DSM_18810_=_JCM_8529_","12","0","0","2285","28347"
"11384","MT441554.1","Prevotella_corporis_DSM_18810_=_JCM_8529_","18","0","0","2285","28347"
"11385","JN626286.1","Prevotella_falsenii_DSM_22864_=_JCM_15124_","37","0","0","2461","31120"
"11386","LN864819.1","Prevotella_falsenii_DSM_22864_=_JCM_15124_","57","0","0","2461","31120"
"11387","NZ_KX523901.1","Prevotella_falsenii_DSM_22864_=_JCM_15124_","12","0","0","2461","31120"
"11388","MT441554.1","Prevotella_falsenii_DSM_22864_=_JCM_15124_","18","0","0","2461","31120"
"11389","JN626286.1","Prevotella_loescheii_DSM_19665_=_JCM_12249_=_ATCC_15930_","37","0","0","3236","34623"
"11390","LN864819.1","Prevotella_loescheii_DSM_19665_=_JCM_12249_=_ATCC_15930_","57","0","0","3236","34623"
"11391","NZ_KX523901.1","Prevotella_loescheii_DSM_19665_=_JCM_12249_=_ATCC_15930_","12","0","0","3236","34623"
"11392","MT441554.1","Prevotella_loescheii_DSM_19665_=_JCM_12249_=_ATCC_15930_","18","0","0","3236","34623"
"11393","JN626286.1","Prevotella_maculosa_DSM_19339_=_JCM_15638_","37","0","0","2498","31585"
"11394","LN864819.1","Prevotella_maculosa_DSM_19339_=_JCM_15638_","57","0","0","2498","31585"
"11395","NZ_KX523901.1","Prevotella_maculosa_DSM_19339_=_JCM_15638_","12","0","0","2498","31585"
"11396","MT441554.1","Prevotella_maculosa_DSM_19339_=_JCM_15638_","18","0","0","2498","31585"
"11397","JN626286.1","Prevotella_oris_DSM_18711_=_JCM_12252_","37","0","0","2430","32646"
"11398","LN864819.1","Prevotella_oris_DSM_18711_=_JCM_12252_","57","0","0","2430","32646"
"11399","NZ_KX523901.1","Prevotella_oris_DSM_18711_=_JCM_12252_","12","0","0","2430","32646"
"11400","MT441554.1","Prevotella_oris_DSM_18711_=_JCM_12252_","18","0","0","2430","32646"
"11401","JN626286.1","Prevotella_paludivivens_DSM_17968_=_JCM_13650_","37","0","0","2910","38275"
"11402","LN864819.1","Prevotella_paludivivens_DSM_17968_=_JCM_13650_","57","0","0","2910","38275"
"11403","NZ_KX523901.1","Prevotella_paludivivens_DSM_17968_=_JCM_13650_","12","0","0","2910","38275"
"11404","MT441554.1","Prevotella_paludivivens_DSM_17968_=_JCM_13650_","18","0","0","2910","38275"
"11405","JN626286.1","Prevotella_shahii_DSM_15611_=_JCM_12083_","37","0","0","3049","38753"
"11406","LN864819.1","Prevotella_shahii_DSM_15611_=_JCM_12083_","57","0","0","3049","38753"
"11407","NZ_KX523901.1","Prevotella_shahii_DSM_15611_=_JCM_12083_","12","0","0","3049","38753"
"11408","MT441554.1","Prevotella_shahii_DSM_15611_=_JCM_12083_","18","0","0","3049","38753"
"11409","JN626286.1","Prevotella_timonensis_4401737_=_DSM_22865_=_JCM_15640_","37","0","0","2477","30467"
"11410","LN864819.1","Prevotella_timonensis_4401737_=_DSM_22865_=_JCM_15640_","57","0","0","2477","30467"
"11411","NZ_KX523901.1","Prevotella_timonensis_4401737_=_DSM_22865_=_JCM_15640_","12","0","0","2477","30467"
"11412","MT441554.1","Prevotella_timonensis_4401737_=_DSM_22865_=_JCM_15640_","18","0","0","2477","30467"
"11413","JN626286.1","Prevotella_veroralis_DSM_19559_=_JCM_6290_","37","0","0","2320","28599"
"11414","LN864819.1","Prevotella_veroralis_DSM_19559_=_JCM_6290_","57","0","0","2320","28599"
"11415","NZ_KX523901.1","Prevotella_veroralis_DSM_19559_=_JCM_6290_","12","0","0","2320","28599"
"11416","MT441554.1","Prevotella_veroralis_DSM_19559_=_JCM_6290_","18","0","0","2320","28599"
"11417","JN626286.1","Propionibacterium_acidifaciens_DSM_21887_","37","0","0","2327","37072"
"11418","LN864819.1","Propionibacterium_acidifaciens_DSM_21887_","57","0","0","2327","37072"
"11419","NZ_KX523901.1","Propionibacterium_acidifaciens_DSM_21887_","12","0","0","2327","37072"
"11420","MT441554.1","Propionibacterium_acidifaciens_DSM_21887_","18","0","0","2327","37072"
"11421","JN626286.1","Propionibacterium_jensenii_DSM_20535_","37","0","0","2600","41929"
"11422","LN864819.1","Propionibacterium_jensenii_DSM_20535_","57","0","0","2600","41929"
"11423","NZ_KX523901.1","Propionibacterium_jensenii_DSM_20535_","12","0","0","2600","41929"
"11424","MT441554.1","Propionibacterium_jensenii_DSM_20535_","18","0","0","2600","41929"
"11425","JN626286.1","Propionibacterium_thoenii_DSM_20276_","37","0","0","2539","41185"
"11426","LN864819.1","Propionibacterium_thoenii_DSM_20276_","57","0","0","2539","41185"
"11427","NZ_KX523901.1","Propionibacterium_thoenii_DSM_20276_","12","0","0","2539","41185"
"11428","MT441554.1","Propionibacterium_thoenii_DSM_20276_","18","0","0","2539","41185"
"11429","JN626286.1","Proteiniphilum_acetatigenes_DSM_18083_","37","0","0","3660","54210"
"11430","LN864819.1","Proteiniphilum_acetatigenes_DSM_18083_","57","0","0","3660","54210"
"11431","NZ_KX523901.1","Proteiniphilum_acetatigenes_DSM_18083_","12","0","0","3660","54210"
"11432","MT441554.1","Proteiniphilum_acetatigenes_DSM_18083_","18","0","0","3660","54210"
"11433","JN626286.1","Proteocatella_sphenisci_DSM_23131_","37","0","0","2321","41177"
"11434","LN864819.1","Proteocatella_sphenisci_DSM_23131_","57","0","0","2321","41177"
"11435","NZ_KX523901.1","Proteocatella_sphenisci_DSM_23131_","12","0","0","2321","41177"
"11436","MT441554.1","Proteocatella_sphenisci_DSM_23131_","18","0","0","2321","41177"
"11437","JN626286.1","Pseudoclavibacter_soli_DSM_23366_","37","0","0","1967","26655"
"11438","LN864819.1","Pseudoclavibacter_soli_DSM_23366_","57","0","0","1967","26655"
"11439","NZ_KX523901.1","Pseudoclavibacter_soli_DSM_23366_","12","0","0","1967","26655"
"11440","MT441554.1","Pseudoclavibacter_soli_DSM_23366_","18","0","0","1967","26655"
"11441","JN626286.1","Pseudomonas_resinovorans_DSM_21078_","37","0","0","5377","116603"
"11442","LN864819.1","Pseudomonas_resinovorans_DSM_21078_","57","0","0","5377","116603"
"11443","NZ_KX523901.1","Pseudomonas_resinovorans_DSM_21078_","12","0","0","5377","116603"
"11444","MT441554.1","Pseudomonas_resinovorans_DSM_21078_","18","0","0","5377","116603"
"11445","JN626286.1","Pseudonocardia_acaciae_DSM_45401_","37","0","0","9275","181187"
"11446","LN864819.1","Pseudonocardia_acaciae_DSM_45401_","57","0","0","9275","181187"
"11447","NZ_KX523901.1","Pseudonocardia_acaciae_DSM_45401_","12","0","0","9275","181187"
"11448","MT441554.1","Pseudonocardia_acaciae_DSM_45401_","18","0","0","9275","181187"
"11449","JN626286.1","Pseudonocardia_asaccharolytica_DSM_44247_=_NBRC_16224_","37","0","0","4922","83339"
"11450","LN864819.1","Pseudonocardia_asaccharolytica_DSM_44247_=_NBRC_16224_","57","0","0","4922","83339"
"11451","NZ_KX523901.1","Pseudonocardia_asaccharolytica_DSM_44247_=_NBRC_16224_","12","0","0","4922","83339"
"11452","MT441554.1","Pseudonocardia_asaccharolytica_DSM_44247_=_NBRC_16224_","18","0","0","4922","83339"
"11453","JN626286.1","Psychrobacter_lutiphocae_DSM_21542_","37","0","0","2586","31811"
"11454","LN864819.1","Psychrobacter_lutiphocae_DSM_21542_","57","0","0","2586","31811"
"11455","NZ_KX523901.1","Psychrobacter_lutiphocae_DSM_21542_","12","0","0","2586","31811"
"11456","MT441554.1","Psychrobacter_lutiphocae_DSM_21542_","18","0","0","2586","31811"
"11457","JN626286.1","Psychrobacter_phenylpyruvicus_DSM_7000_=_NBRC_102152_","37","0","0","2612","31143"
