"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"2511","LN864819.1","Polaribacter_sp._MED152_","57","83","97","2635","33440"
"2512","NZ_KX523901.1","Polaribacter_sp._MED152_","12","25","24","2635","33440"
"2513","MT441554.1","Polaribacter_sp._MED152_","18","25","24","2635","33440"
"2514","JN626286.1","Maribacter_sp._HTCC2170_","37","20","19","3411","43117"
"2515","LN864819.1","Maribacter_sp._HTCC2170_","57","20","19","3411","43117"
"2516","NZ_KX523901.1","Maribacter_sp._HTCC2170_","12","0","0","3411","43117"
"2517","MT441554.1","Maribacter_sp._HTCC2170_","18","0","0","3411","43117"
"2518","JN626286.1","Microscilla_marina_ATCC_23134_","37","0","0","8319","96407"
"2519","LN864819.1","Microscilla_marina_ATCC_23134_","57","0","0","8319","96407"
"2520","NZ_KX523901.1","Microscilla_marina_ATCC_23134_","12","0","0","8319","96407"
"2521","MT441554.1","Microscilla_marina_ATCC_23134_","18","0","0","8319","96407"
"2522","JN626286.1","Lyngbya_sp._PCC_8106_","37","28","27","6142","118290"
"2523","LN864819.1","Lyngbya_sp._PCC_8106_","57","28","27","6142","118290"
"2524","NZ_KX523901.1","Lyngbya_sp._PCC_8106_","12","0","0","6142","118290"
"2525","MT441554.1","Lyngbya_sp._PCC_8106_","18","0","0","6142","118290"
"2526","JN626286.1","Nodularia_spumigena_CCY9414_","37","21","20","5329","73414"
"2527","LN864819.1","Nodularia_spumigena_CCY9414_","57","21","20","5329","73414"
"2528","NZ_KX523901.1","Nodularia_spumigena_CCY9414_","12","0","0","5329","73414"
"2529","MT441554.1","Nodularia_spumigena_CCY9414_","18","0","0","5329","73414"
"2530","JN626286.1","Synechococcus_sp._BL107_","37","0","0","2507","34669"
"2531","LN864819.1","Synechococcus_sp._BL107_","57","0","0","2507","34669"
"2532","NZ_KX523901.1","Synechococcus_sp._BL107_","12","0","0","2507","34669"
"2533","MT441554.1","Synechococcus_sp._BL107_","18","0","0","2507","34669"
"2534","JN626286.1","Lentisphaera_araneosa_HTCC2155_","37","48","47","5104","61178"
"2535","LN864819.1","Lentisphaera_araneosa_HTCC2155_","57","48","47","5104","61178"
"2536","NZ_KX523901.1","Lentisphaera_araneosa_HTCC2155_","12","0","0","5104","61178"
"2537","MT441554.1","Lentisphaera_araneosa_HTCC2155_","18","0","0","5104","61178"
"2538","JN626286.1","Erythrobacter_litoralis_HTCC2594_","37","22","21","3013","32008"
"2539","LN864819.1","Erythrobacter_litoralis_HTCC2594_","57","22","21","3013","32008"
"2540","NZ_KX523901.1","Erythrobacter_litoralis_HTCC2594_","12","0","0","3013","32008"
"2541","MT441554.1","Erythrobacter_litoralis_HTCC2594_","18","0","0","3013","32008"
"2542","JN626286.1","Blastopirellula_marina_DSM_3645_","37","0","0","5686","90309"
"2543","LN864819.1","Blastopirellula_marina_DSM_3645_","57","0","0","5686","90309"
"2544","NZ_KX523901.1","Blastopirellula_marina_DSM_3645_","12","0","0","5686","90309"
"2545","MT441554.1","Blastopirellula_marina_DSM_3645_","18","0","0","5686","90309"
"2546","JN626286.1","Fulvimarina_pelagi_HTCC2506_","37","24","23","3754","58571"
"2547","LN864819.1","Fulvimarina_pelagi_HTCC2506_","57","24","23","3754","58571"
"2548","NZ_KX523901.1","Fulvimarina_pelagi_HTCC2506_","12","0","0","3754","58571"
"2549","MT441554.1","Fulvimarina_pelagi_HTCC2506_","18","34","33","3754","58571"
"2550","JN626286.1","Loktanella_vestfoldensis_SKA53_","37","54","69","3067","40653"
"2551","LN864819.1","Loktanella_vestfoldensis_SKA53_","57","92","108","3067","40653"
"2552","NZ_KX523901.1","Loktanella_vestfoldensis_SKA53_","12","0","0","3067","40653"
"2553","MT441554.1","Loktanella_vestfoldensis_SKA53_","18","20","19","3067","40653"
"2554","JN626286.1","Oceanicaulis_sp._HTCC2633_","37","0","0","3028","48892"
"2555","LN864819.1","Oceanicaulis_sp._HTCC2633_","57","0","0","3028","48892"
"2556","NZ_KX523901.1","Oceanicaulis_sp._HTCC2633_","12","0","0","3028","48892"
"2557","MT441554.1","Oceanicaulis_sp._HTCC2633_","18","15","14","3028","48892"
"2558","JN626286.1","Oceanicola_granulosus_HTCC2516_","37","30","29","3784","67552"
"2559","LN864819.1","Oceanicola_granulosus_HTCC2516_","57","30","29","3784","67552"
"2560","NZ_KX523901.1","Oceanicola_granulosus_HTCC2516_","12","0","0","3784","67552"
"2561","MT441554.1","Oceanicola_granulosus_HTCC2516_","18","0","0","3784","67552"
"2562","JN626286.1","Parvularcula_bermudensis_HTCC2503_","37","16","15","2686","30360"
"2563","LN864819.1","Parvularcula_bermudensis_HTCC2503_","57","16","15","2686","30360"
"2564","NZ_KX523901.1","Parvularcula_bermudensis_HTCC2503_","12","0","0","2686","30360"
"2565","MT441554.1","Parvularcula_bermudensis_HTCC2503_","18","0","0","2686","30360"
"2566","JN626286.1","Roseobacter_sp._MED193_","37","28","27","3999","73164"
"2567","LN864819.1","Roseobacter_sp._MED193_","57","28","27","3999","73164"
"2568","NZ_KX523901.1","Roseobacter_sp._MED193_","12","0","0","3999","73164"
"2569","MT441554.1","Roseobacter_sp._MED193_","18","0","0","3999","73164"
"2570","JN626286.1","Roseovarius_sp._217_","37","30","29","4769","97273"
"2571","LN864819.1","Roseovarius_sp._217_","57","30","29","4769","97273"
"2572","NZ_KX523901.1","Roseovarius_sp._217_","12","0","0","4769","97273"
"2573","MT441554.1","Roseovarius_sp._217_","18","0","0","4769","97273"
"2574","JN626286.1","Pelagibaca_bermudensis_HTCC2601_","37","36","35","5449","105353"
"2575","LN864819.1","Pelagibaca_bermudensis_HTCC2601_","57","36","35","5449","105353"
"2576","NZ_KX523901.1","Pelagibaca_bermudensis_HTCC2601_","12","0","0","5449","105353"
"2577","MT441554.1","Pelagibaca_bermudensis_HTCC2601_","18","0","0","5449","105353"
"2578","JN626286.1","Sphingomonas_sp._SKA58_","37","15","14","3837","54611"
"2579","LN864819.1","Sphingomonas_sp._SKA58_","57","15","14","3837","54611"
"2580","NZ_KX523901.1","Sphingomonas_sp._SKA58_","12","0","0","3837","54611"
"2581","MT441554.1","Sphingomonas_sp._SKA58_","18","0","0","3837","54611"
"2582","JN626286.1","Rhodobacteraceae_bacterium_HTCC2083_","37","178","215","4186","76102"
"2583","LN864819.1","Rhodobacteraceae_bacterium_HTCC2083_","57","178","215","4186","76102"
"2584","NZ_KX523901.1","Rhodobacteraceae_bacterium_HTCC2083_","12","0","0","4186","76102"
"2585","MT441554.1","Rhodobacteraceae_bacterium_HTCC2083_","18","139","140","4186","76102"
"2586","JN626286.1","Maritimibacter_alkaliphilus_HTCC2654_","37","28","27","4499","72171"
"2587","LN864819.1","Maritimibacter_alkaliphilus_HTCC2654_","57","28","27","4499","72171"
"2588","NZ_KX523901.1","Maritimibacter_alkaliphilus_HTCC2654_","12","0","0","4499","72171"
"2589","MT441554.1","Maritimibacter_alkaliphilus_HTCC2654_","18","0","0","4499","72171"
"2590","JN626286.1","Alteromonas_macleodii_str._'Deep_ecotype'_","37","0","0","3965","51507"
"2591","LN864819.1","Alteromonas_macleodii_str._'Deep_ecotype'_","57","0","0","3965","51507"
"2592","NZ_KX523901.1","Alteromonas_macleodii_str._'Deep_ecotype'_","12","0","0","3965","51507"
"2593","MT441554.1","Alteromonas_macleodii_str._'Deep_ecotype'_","18","11","10","3965","51507"
"2594","JN626286.1","Nitrococcus_mobilis_Nb-231_","37","24","23","3503","45266"
"2595","LN864819.1","Nitrococcus_mobilis_Nb-231_","57","24","23","3503","45266"
"2596","NZ_KX523901.1","Nitrococcus_mobilis_Nb-231_","12","0","0","3503","45266"
"2597","MT441554.1","Nitrococcus_mobilis_Nb-231_","18","16","15","3503","45266"
"2598","JN626286.1","Psychromonas_sp._CNPT3_","37","0","0","2580","36823"
"2599","LN864819.1","Psychromonas_sp._CNPT3_","57","0","0","2580","36823"
"2600","NZ_KX523901.1","Psychromonas_sp._CNPT3_","12","0","0","2580","36823"
"2601","MT441554.1","Psychromonas_sp._CNPT3_","18","34","33","2580","36823"
"2602","JN626286.1","Congregibacter_litoralis_KT71_","37","23","22","3955","58854"
"2603","LN864819.1","Congregibacter_litoralis_KT71_","57","23","22","3955","58854"
"2604","NZ_KX523901.1","Congregibacter_litoralis_KT71_","12","0","0","3955","58854"
"2605","MT441554.1","Congregibacter_litoralis_KT71_","18","23","22","3955","58854"
"2606","JN626286.1","gamma_proteobacterium_HTCC2207_","37","21","20","2388","37005"
"2607","LN864819.1","gamma_proteobacterium_HTCC2207_","57","21","20","2388","37005"
"2608","NZ_KX523901.1","gamma_proteobacterium_HTCC2207_","12","0","0","2388","37005"
"2609","MT441554.1","gamma_proteobacterium_HTCC2207_","18","0","0","2388","37005"
"2610","JN626286.1","Photobacterium_angustum_S14_","37","39","38","4430","93162"
"2611","LN864819.1","Photobacterium_angustum_S14_","57","39","38","4430","93162"
"2612","NZ_KX523901.1","Photobacterium_angustum_S14_","12","0","0","4430","93162"
"2613","MT441554.1","Photobacterium_angustum_S14_","18","22","21","4430","93162"
"2614","JN626286.1","Lactobacillus_sakei_subsp._sakei_23K_","37","75","77","1878","23122"
"2615","LN864819.1","Lactobacillus_sakei_subsp._sakei_23K_","57","75","77","1878","23122"
"2616","NZ_KX523901.1","Lactobacillus_sakei_subsp._sakei_23K_","12","59","58","1878","23122"
"2617","MT441554.1","Lactobacillus_sakei_subsp._sakei_23K_","18","78","82","1878","23122"
"2618","JN626286.1","Mariprofundus_ferrooxydans_PV-1_","37","0","0","2872","41225"
"2619","LN864819.1","Mariprofundus_ferrooxydans_PV-1_","57","0","0","2872","41225"
"2620","NZ_KX523901.1","Mariprofundus_ferrooxydans_PV-1_","12","0","0","2872","41225"
"2621","MT441554.1","Mariprofundus_ferrooxydans_PV-1_","18","0","0","2872","41225"
"2622","JN626286.1","beta_proteobacterium_KB13_","37","0","0","1318","22510"
"2623","LN864819.1","beta_proteobacterium_KB13_","57","0","0","1318","22510"
"2624","NZ_KX523901.1","beta_proteobacterium_KB13_","12","0","0","1318","22510"
"2625","MT441554.1","beta_proteobacterium_KB13_","18","45","44","1318","22510"
"2626","JN626286.1","Borrelia_hermsii_HS1_","37","104","115","823","19460"
"2627","LN864819.1","Borrelia_hermsii_HS1_","57","104","115","823","19460"
"2628","NZ_KX523901.1","Borrelia_hermsii_HS1_","12","76","75","823","19460"
"2629","MT441554.1","Borrelia_hermsii_HS1_","18","76","75","823","19460"
"2630","JN626286.1","Borrelia_turicatae_91E135_","37","0","0","818","17558"
"2631","LN864819.1","Borrelia_turicatae_91E135_","57","0","0","818","17558"
"2632","NZ_KX523901.1","Borrelia_turicatae_91E135_","12","0","0","818","17558"
"2633","MT441554.1","Borrelia_turicatae_91E135_","18","0","0","818","17558"
"2634","JN626286.1","Rickettsia_felis_URRWXCal2_","37","87","93","1409","17267"
"2635","LN864819.1","Rickettsia_felis_URRWXCal2_","57","87","93","1409","17267"
"2636","NZ_KX523901.1","Rickettsia_felis_URRWXCal2_","12","45","44","1409","17267"
"2637","MT441554.1","Rickettsia_felis_URRWXCal2_","18","74","77","1409","17267"
"2638","JN626286.1","Bacillus_weihenstephanensis_KBAB4_","37","29","28","5444","57331"
"2639","LN864819.1","Bacillus_weihenstephanensis_KBAB4_","57","29","28","5444","57331"
"2640","NZ_KX523901.1","Bacillus_weihenstephanensis_KBAB4_","12","0","0","5444","57331"
"2641","MT441554.1","Bacillus_weihenstephanensis_KBAB4_","18","20","19","5444","57331"
"2642","JN626286.1","Bacillus_cytotoxicus_NVH_391-98_","37","21","20","3844","41889"
"2643","LN864819.1","Bacillus_cytotoxicus_NVH_391-98_","57","21","20","3844","41889"
"2644","NZ_KX523901.1","Bacillus_cytotoxicus_NVH_391-98_","12","0","0","3844","41889"
"2645","MT441554.1","Bacillus_cytotoxicus_NVH_391-98_","18","23","22","3844","41889"
"2646","JN626286.1","Bacillus_pumilus_SAFR-032_","37","150","167","3682","59092"
"2647","LN864819.1","Bacillus_pumilus_SAFR-032_","57","155","173","3682","59092"
"2648","NZ_KX523901.1","Bacillus_pumilus_SAFR-032_","12","79","78","3682","59092"
"2649","MT441554.1","Bacillus_pumilus_SAFR-032_","18","110","117","3682","59092"
"2650","JN626286.1","Rhodopseudomonas_palustris_BisA53_","37","28","27","4890","83870"
"2651","LN864819.1","Rhodopseudomonas_palustris_BisA53_","57","28","27","4890","83870"
"2652","NZ_KX523901.1","Rhodopseudomonas_palustris_BisA53_","12","0","0","4890","83870"
"2653","MT441554.1","Rhodopseudomonas_palustris_BisA53_","18","28","27","4890","83870"
"2654","JN626286.1","Rhodopseudomonas_palustris_BisB18_","37","32","31","4893","80897"
"2655","LN864819.1","Rhodopseudomonas_palustris_BisB18_","57","32","31","4893","80897"
"2656","NZ_KX523901.1","Rhodopseudomonas_palustris_BisB18_","12","0","0","4893","80897"
"2657","MT441554.1","Rhodopseudomonas_palustris_BisB18_","18","24","23","4893","80897"
"2658","JN626286.1","Rhodopseudomonas_palustris_BisB5_","37","25","24","4399","59793"
"2659","LN864819.1","Rhodopseudomonas_palustris_BisB5_","57","25","24","4399","59793"
"2660","NZ_KX523901.1","Rhodopseudomonas_palustris_BisB5_","12","0","0","4399","59793"
"2661","MT441554.1","Rhodopseudomonas_palustris_BisB5_","18","22","21","4399","59793"
"2662","JN626286.1","Rhodopseudomonas_palustris_HaA2_","37","25","24","4685","68087"
"2663","LN864819.1","Rhodopseudomonas_palustris_HaA2_","57","25","24","4685","68087"
"2664","NZ_KX523901.1","Rhodopseudomonas_palustris_HaA2_","12","0","0","4685","68087"
"2665","MT441554.1","Rhodopseudomonas_palustris_HaA2_","18","19","18","4685","68087"
"2666","JN626286.1","Geobacter_daltonii_FRC-32_","37","142","140","3798","62966"
"2667","LN864819.1","Geobacter_daltonii_FRC-32_","57","142","140","3798","62966"
"2668","NZ_KX523901.1","Geobacter_daltonii_FRC-32_","12","82","81","3798","62966"
"2669","MT441554.1","Geobacter_daltonii_FRC-32_","18","97","99","3798","62966"
"2670","JN626286.1","Xanthomonas_campestris_pv._vesicatoria_str._85-10_","37","48","47","4521","59506"
"2671","LN864819.1","Xanthomonas_campestris_pv._vesicatoria_str._85-10_","57","65","70","4521","59506"
"2672","NZ_KX523901.1","Xanthomonas_campestris_pv._vesicatoria_str._85-10_","12","18","17","4521","59506"
"2673","MT441554.1","Xanthomonas_campestris_pv._vesicatoria_str._85-10_","18","33","31","4521","59506"
"2674","JN626286.1","Herpetosiphon_aurantiacus_DSM_785_","37","18","17","5053","60922"
"2675","LN864819.1","Herpetosiphon_aurantiacus_DSM_785_","57","18","17","5053","60922"
"2676","NZ_KX523901.1","Herpetosiphon_aurantiacus_DSM_785_","12","0","0","5053","60922"
"2677","MT441554.1","Herpetosiphon_aurantiacus_DSM_785_","18","0","0","5053","60922"
"2678","JN626286.1","Aliivibrio_salmonicida_LFI1238_","37","120","120","3860","42664"
"2679","LN864819.1","Aliivibrio_salmonicida_LFI1238_","57","123","123","3860","42664"
"2680","NZ_KX523901.1","Aliivibrio_salmonicida_LFI1238_","12","56","55","3860","42664"
"2681","MT441554.1","Aliivibrio_salmonicida_LFI1238_","18","75","77","3860","42664"
"2682","JN626286.1","Synechococcus_sp._RCC307_","37","38","37","2535","28616"
"2683","LN864819.1","Synechococcus_sp._RCC307_","57","38","37","2535","28616"
"2684","NZ_KX523901.1","Synechococcus_sp._RCC307_","12","59","75","2535","28616"
"2685","MT441554.1","Synechococcus_sp._RCC307_","18","59","75","2535","28616"
"2686","JN626286.1","Synechococcus_sp._CC9902_","37","0","0","2304","27152"
"2687","LN864819.1","Synechococcus_sp._CC9902_","57","0","0","2304","27152"
"2688","NZ_KX523901.1","Synechococcus_sp._CC9902_","12","0","0","2304","27152"
"2689","MT441554.1","Synechococcus_sp._CC9902_","18","0","0","2304","27152"
"2690","JN626286.1","Xanthomonas_axonopodis_pv._phaseoli_","37","18","17","4114","50318"
"2691","LN864819.1","Xanthomonas_axonopodis_pv._phaseoli_","57","18","17","4114","50318"
"2692","NZ_KX523901.1","Xanthomonas_axonopodis_pv._phaseoli_","12","0","0","4114","50318"
"2693","MT441554.1","Xanthomonas_axonopodis_pv._phaseoli_","18","14","13","4114","50318"
"2694","JN626286.1","Thiomicrospira_crunogena_XCL-2_","37","0","0","2202","35301"
"2695","LN864819.1","Thiomicrospira_crunogena_XCL-2_","57","0","0","2202","35301"
"2696","NZ_KX523901.1","Thiomicrospira_crunogena_XCL-2_","12","0","0","2202","35301"
"2697","MT441554.1","Thiomicrospira_crunogena_XCL-2_","18","21","20","2202","35301"
"2698","JN626286.1","Prochlorothrix_hollandica_PCC_9006_","37","0","0","3957","72929"
"2699","LN864819.1","Prochlorothrix_hollandica_PCC_9006_","57","0","0","3957","72929"
"2700","NZ_KX523901.1","Prochlorothrix_hollandica_PCC_9006_","12","0","0","3957","72929"
"2701","MT441554.1","Prochlorothrix_hollandica_PCC_9006_","18","0","0","3957","72929"
"2702","JN626286.1","Sphingopyxis_alaskensis_RB2256_","37","0","0","3202","46944"
"2703","LN864819.1","Sphingopyxis_alaskensis_RB2256_","57","14","13","3202","46944"
"2704","NZ_KX523901.1","Sphingopyxis_alaskensis_RB2256_","12","0","0","3202","46944"
"2705","MT441554.1","Sphingopyxis_alaskensis_RB2256_","18","0","0","3202","46944"
"2706","JN626286.1","Nostoc_sp._PCC_7107_","37","20","19","5237","59104"
"2707","LN864819.1","Nostoc_sp._PCC_7107_","57","20","19","5237","59104"
"2708","NZ_KX523901.1","Nostoc_sp._PCC_7107_","12","0","0","5237","59104"
"2709","MT441554.1","Nostoc_sp._PCC_7107_","18","0","0","5237","59104"
"2710","JN626286.1","Shewanella_denitrificans_OS217_","37","24","23","3768","58663"
"2711","LN864819.1","Shewanella_denitrificans_OS217_","57","24","23","3768","58663"
"2712","NZ_KX523901.1","Shewanella_denitrificans_OS217_","12","0","0","3768","58663"
"2713","MT441554.1","Shewanella_denitrificans_OS217_","18","18","17","3768","58663"
"2714","JN626286.1","Shewanella_frigidimarina_NCIMB_400_","37","29","28","4045","52709"
"2715","LN864819.1","Shewanella_frigidimarina_NCIMB_400_","57","90","99","4045","52709"
"2716","NZ_KX523901.1","Shewanella_frigidimarina_NCIMB_400_","12","0","0","4045","52709"
"2717","MT441554.1","Shewanella_frigidimarina_NCIMB_400_","18","13","12","4045","52709"
"2718","JN626286.1","Mycobacterium_rufum_","37","0","0","5467","102135"
"2719","LN864819.1","Mycobacterium_rufum_","57","0","0","5467","102135"
"2720","NZ_KX523901.1","Mycobacterium_rufum_","12","0","0","5467","102135"
"2721","MT441554.1","Mycobacterium_rufum_","18","17","16","5467","102135"
"2722","JN626286.1","Clostridium_sulfidigenes_","37","0","0","3148","42851"
"2723","LN864819.1","Clostridium_sulfidigenes_","57","0","0","3148","42851"
"2724","NZ_KX523901.1","Clostridium_sulfidigenes_","12","0","0","3148","42851"
"2725","MT441554.1","Clostridium_sulfidigenes_","18","0","0","3148","42851"
"2726","JN626286.1","Paracoccus_denitrificans_PD1222_","37","37","36","5126","77863"
"2727","LN864819.1","Paracoccus_denitrificans_PD1222_","57","37","36","5126","77863"
"2728","NZ_KX523901.1","Paracoccus_denitrificans_PD1222_","12","0","0","5126","77863"
"2729","MT441554.1","Paracoccus_denitrificans_PD1222_","18","0","0","5126","77863"
"2730","JN626286.1","Bradyrhizobium_sp._WSM1743_","37","0","0","7006","151548"
"2731","LN864819.1","Bradyrhizobium_sp._WSM1743_","57","0","0","7006","151548"
"2732","NZ_KX523901.1","Bradyrhizobium_sp._WSM1743_","12","0","0","7006","151548"
"2733","MT441554.1","Bradyrhizobium_sp._WSM1743_","18","0","0","7006","151548"
"2734","JN626286.1","Bradyrhizobium_sp._WSM1253_","37","38","37","8047","163435"
"2735","LN864819.1","Bradyrhizobium_sp._WSM1253_","57","70","68","8047","163435"
"2736","NZ_KX523901.1","Bradyrhizobium_sp._WSM1253_","12","0","0","8047","163435"
"2737","MT441554.1","Bradyrhizobium_sp._WSM1253_","18","29","28","8047","163435"
"2738","JN626286.1","Shewanella_putrefaciens_CN-32_","37","29","28","3972","69290"
"2739","LN864819.1","Shewanella_putrefaciens_CN-32_","57","145","153","3972","69290"
"2740","NZ_KX523901.1","Shewanella_putrefaciens_CN-32_","12","0","0","3972","69290"
"2741","MT441554.1","Shewanella_putrefaciens_CN-32_","18","28","27","3972","69290"
"2742","JN626286.1","Chlorobium_luteolum_DSM_273_","37","43","42","2088","24991"
"2743","LN864819.1","Chlorobium_luteolum_DSM_273_","57","43","42","2088","24991"
"2744","NZ_KX523901.1","Chlorobium_luteolum_DSM_273_","12","0","0","2088","24991"
"2745","MT441554.1","Chlorobium_luteolum_DSM_273_","18","4","3","2088","24991"
"2746","JN626286.1","Nonlabens_sediminis_","37","0","0","2952","30981"
"2747","LN864819.1","Nonlabens_sediminis_","57","0","0","2952","30981"
"2748","NZ_KX523901.1","Nonlabens_sediminis_","12","0","0","2952","30981"
"2749","MT441554.1","Nonlabens_sediminis_","18","0","0","2952","30981"
"2750","JN626286.1","Deinococcus_geothermalis_DSM_11300_","37","21","20","2858","39318"
"2751","LN864819.1","Deinococcus_geothermalis_DSM_11300_","57","21","20","2858","39318"
"2752","NZ_KX523901.1","Deinococcus_geothermalis_DSM_11300_","12","0","0","2858","39318"
"2753","MT441554.1","Deinococcus_geothermalis_DSM_11300_","18","0","0","2858","39318"
"2754","JN626286.1","Anaplasma_marginale_str._Florida_","37","50","59","943","12717"
"2755","LN864819.1","Anaplasma_marginale_str._Florida_","57","50","59","943","12717"
"2756","NZ_KX523901.1","Anaplasma_marginale_str._Florida_","12","34","33","943","12717"
"2757","MT441554.1","Anaplasma_marginale_str._Florida_","18","42","42","943","12717"
"2758","JN626286.1","Synechococcus_sp._JA-3-3Ab_","37","0","0","2766","44781"
"2759","LN864819.1","Synechococcus_sp._JA-3-3Ab_","57","0","0","2766","44781"
"2760","NZ_KX523901.1","Synechococcus_sp._JA-3-3Ab_","12","0","0","2766","44781"
"2761","MT441554.1","Synechococcus_sp._JA-3-3Ab_","18","0","0","2766","44781"
"2762","JN626286.1","Synechococcus_sp._JA-2-3B'a","37","20","19","2868","34486"
"2763","LN864819.1","Synechococcus_sp._JA-2-3B'a","57","20","19","2868","34486"
"2764","NZ_KX523901.1","Synechococcus_sp._JA-2-3B'a","12","0","0","2868","34486"
"2765","MT441554.1","Synechococcus_sp._JA-2-3B'a","18","0","0","2868","34486"
"2766","JN626286.1","Pseudomonas_simiae_","37","29","28","5506","106912"
"2767","LN864819.1","Pseudomonas_simiae_","57","29","28","5506","106912"
"2768","NZ_KX523901.1","Pseudomonas_simiae_","12","0","0","5506","106912"
"2769","MT441554.1","Pseudomonas_simiae_","18","33","32","5506","106912"
"2770","JN626286.1","Brevibacterium_linens_BL2_","37","0","0","3843","37453"
"2771","LN864819.1","Brevibacterium_linens_BL2_","57","2","1","3843","37453"
"2772","NZ_KX523901.1","Brevibacterium_linens_BL2_","12","0","0","3843","37453"
"2773","MT441554.1","Brevibacterium_linens_BL2_","18","26","25","3843","37453"
"2774","JN626286.1","Wheat_blue_dwarf_phytoplasma_","37","0","0","571","11661"
"2775","LN864819.1","Wheat_blue_dwarf_phytoplasma_","57","0","0","571","11661"
"2776","NZ_KX523901.1","Wheat_blue_dwarf_phytoplasma_","12","0","0","571","11661"
"2777","MT441554.1","Wheat_blue_dwarf_phytoplasma_","18","0","0","571","11661"
"2778","JN626286.1","Aster_yellows_witches'-broom_phytoplasma_AYWB_","37","0","0","679","12835"
"2779","LN864819.1","Aster_yellows_witches'-broom_phytoplasma_AYWB_","57","0","0","679","12835"
"2780","NZ_KX523901.1","Aster_yellows_witches'-broom_phytoplasma_AYWB_","12","0","0","679","12835"
"2781","MT441554.1","Aster_yellows_witches'-broom_phytoplasma_AYWB_","18","0","0","679","12835"
"2782","JN626286.1","Streptococcus_thermophilus_LMD-9_","37","0","0","1709","21123"
"2783","LN864819.1","Streptococcus_thermophilus_LMD-9_","57","0","0","1709","21123"
"2784","NZ_KX523901.1","Streptococcus_thermophilus_LMD-9_","12","0","0","1709","21123"
"2785","MT441554.1","Streptococcus_thermophilus_LMD-9_","18","0","0","1709","21123"
"2786","JN626286.1","Azotobacter_vinelandii_DJ_","37","242","303","5075","74688"
"2787","LN864819.1","Azotobacter_vinelandii_DJ_","57","242","303","5075","74688"
"2788","NZ_KX523901.1","Azotobacter_vinelandii_DJ_","12","0","0","5075","74688"
"2789","MT441554.1","Azotobacter_vinelandii_DJ_","18","30","29","5075","74688"
"2790","JN626286.1","Nitrobacter_hamburgensis_X14_","37","27","26","4006","60140"
"2791","LN864819.1","Nitrobacter_hamburgensis_X14_","57","50","48","4006","60140"
"2792","NZ_KX523901.1","Nitrobacter_hamburgensis_X14_","12","0","0","4006","60140"
"2793","MT441554.1","Nitrobacter_hamburgensis_X14_","18","15","14","4006","60140"
"2794","JN626286.1","Nitrobacter_winogradskyi_Nb-255_","37","17","16","3156","36726"
"2795","LN864819.1","Nitrobacter_winogradskyi_Nb-255_","57","17","16","3156","36726"
"2796","NZ_KX523901.1","Nitrobacter_winogradskyi_Nb-255_","12","0","0","3156","36726"
"2797","MT441554.1","Nitrobacter_winogradskyi_Nb-255_","18","15","14","3156","36726"
"2798","JN626286.1","Nitrosococcus_oceani_ATCC_19707_","37","0","0","3021","45879"
"2799","LN864819.1","Nitrosococcus_oceani_ATCC_19707_","57","0","0","3021","45879"
"2800","NZ_KX523901.1","Nitrosococcus_oceani_ATCC_19707_","12","0","0","3021","45879"
"2801","MT441554.1","Nitrosococcus_oceani_ATCC_19707_","18","11","10","3021","45879"
"2802","JN626286.1","Nitrosospira_multiformis_ATCC_25196_","37","0","0","2797","40586"
"2803","LN864819.1","Nitrosospira_multiformis_ATCC_25196_","57","0","0","2797","40586"
"2804","NZ_KX523901.1","Nitrosospira_multiformis_ATCC_25196_","12","0","0","2797","40586"
"2805","MT441554.1","Nitrosospira_multiformis_ATCC_25196_","18","21","20","2797","40586"
"2806","JN626286.1","Shewanella_loihica_PV-4_","37","32","31","3860","52431"
"2807","LN864819.1","Shewanella_loihica_PV-4_","57","32","31","3860","52431"
"2808","NZ_KX523901.1","Shewanella_loihica_PV-4_","12","0","0","3860","52431"
"2809","MT441554.1","Shewanella_loihica_PV-4_","18","15","14","3860","52431"
"2810","JN626286.1","Paenibacillus_sp._JDR-2_","37","19","18","6216","85470"
"2811","LN864819.1","Paenibacillus_sp._JDR-2_","57","19","18","6216","85470"
"2812","NZ_KX523901.1","Paenibacillus_sp._JDR-2_","12","0","0","6216","85470"
"2813","MT441554.1","Paenibacillus_sp._JDR-2_","18","0","0","6216","85470"
"2814","JN626286.1","Chloroflexus_aurantiacus_J-10-fl_","37","33","32","3855","58951"
"2815","LN864819.1","Chloroflexus_aurantiacus_J-10-fl_","57","33","32","3855","58951"
"2816","NZ_KX523901.1","Chloroflexus_aurantiacus_J-10-fl_","12","0","0","3855","58951"
"2817","MT441554.1","Chloroflexus_aurantiacus_J-10-fl_","18","0","0","3855","58951"
"2818","JN626286.1","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_","37","0","0","1755","23447"
"2819","LN864819.1","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_","57","0","0","1755","23447"
"2820","NZ_KX523901.1","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_","12","0","0","1755","23447"
"2821","MT441554.1","Lactobacillus_gasseri_ATCC_33323_=_JCM_1131_","18","20","19","1755","23447"
"2822","JN626286.1","Pelodictyon_phaeoclathratiforme_BU-1_","37","0","0","2717","29751"
"2823","LN864819.1","Pelodictyon_phaeoclathratiforme_BU-1_","57","0","0","2717","29751"
